,open,high,low,close,volume
2023-01-02 00:00:00+00:00,100.30686427986988,101.10686427986988,99.30665097791406,100.10665097791406,1000000.0
2023-01-03 00:00:00+00:00,100.24842544929763,101.04842544929762,99.24846201684181,100.04846201684181,1004107.5328843958
2023-01-04 00:00:00+00:00,100.816837938065,101.616837938065,99.81614247006615,100.61614247006615,1008202.7362352385
2023-01-05 00:00:00+00:00,101.45008281401591,102.25008281401591,100.44879997117646,101.24879997117645,1012273.3175283923
2023-01-06 00:00:00+00:00,101.06664583374923,101.86664583374923,100.06706146227856,100.86706146227856,1016307.0581474645
2023-01-09 00:00:00+00:00,100.90739085090426,101.70739085090426,99.90932258319077,100.70932258319077,1020291.8500602845
2023-01-10 00:00:00+00:00,101.24550128342855,102.04550128342855,100.24823966195794,101.04823966195794,1024215.7321634418
2023-01-11 00:00:00+00:00,101.42301264724594,102.22301264724594,100.42714126219069,101.22714126219068,1028066.9261857917
2023-01-12 00:00:00+00:00,101.69994801036947,102.49994801036947,100.70554425183091,101.50554425183091,1031833.8720431536
2023-01-13 00:00:00+00:00,101.67736379713801,102.47736379713801,100.68526414108615,101.48526414108615,1035505.2625380815
2023-01-16 00:00:00+00:00,102.25533048348913,103.05533048348913,101.26467005119625,102.06467005119625,1039070.0773005459
2023-01-17 00:00:00+00:00,102.79005959285449,103.59005959285449,101.80120193153274,102.60120193153274,1042517.6158676506
2023-01-18 00:00:00+00:00,103.0669988345554,103.8669988345554,102.08069206276392,102.88069206276391,1045837.5298030876
2023-01-19 00:00:00+00:00,103.70723501960174,104.50723501960174,102.72309953354926,103.52309953354926,1049019.8537599167
2023-01-20 00:00:00+00:00,104.1068053311045,104.9068053311045,103.12554824068324,103.92554824068324,1052055.0353934322
2023-01-23 00:00:00+00:00,104.03135337886778,104.83135337886777,103.05405441504617,103.85405441504616,1054933.964034324
2023-01-24 00:00:00+00:00,104.37615351091584,105.17615351091584,103.4023435977731,104.2023435977731,1057647.9980360677
2023-01-25 00:00:00+00:00,104.24478775790405,105.04478775790405,103.27549972448021,104.07549972448021,1060188.9907144536
2023-01-26 00:00:00+00:00,104.74642635372113,105.54642635372113,103.7808744898523,104.58087448985229,1062549.3148013952
2023-01-27 00:00:00+00:00,104.91116047478212,105.71116047478212,103.95012751447909,104.75012751447909,1064721.8853396086
2023-01-30 00:00:00+00:00,105.01686216031152,105.81686216031152,104.06066623926337,104.86066623926337,1066700.1809494481
2023-01-31 00:00:00+00:00,104.9367181737781,105.7367181737781,103.98584535982955,104.78584535982955,1068478.2634040546
2023-02-01 00:00:00+00:00,105.5115658257567,106.3115658257567,104.56530159409333,105.36530159409332,1070050.7954540614
2023-02-02 00:00:00+00:00,105.59143265769282,106.39143265769282,104.65069250987099,105.45069250987099,1071413.0568483549
2023-02-03 00:00:00+00:00,105.56294081958922,106.36294081958921,104.62806003253333,105.42806003253332,1072560.9585027955
2023-02-06 00:00:00+00:00,105.54870957628629,106.34870957628628,104.61984794892477,105.41984794892477,1073491.0547743752
2023-02-07 00:00:00+00:00,105.83195709362053,106.63195709362053,104.90893962896166,105.70893962896166,1074200.5538039634
2023-02-08 00:00:00+00:00,106.04432067668048,106.84432067668048,105.12742377934097,105.92742377934097,1074687.3258965975
2023-02-09 00:00:00+00:00,106.26094886818731,107.06094886818731,105.35035050028948,106.15035050028948,1074949.9099141646
2023-02-10 00:00:00+00:00,106.47176447910712,107.27176447910712,105.5676455196241,106.36764551962409,1074987.5176612816
2023-02-13 00:00:00+00:00,107.2699716454715,108.0699716454715,106.37196186247178,107.17196186247178,1074800.0362512125
2023-02-14 00:00:00+00:00,107.1638294830733,107.9638294830733,106.27293103171789,107.07293103171789,1074388.0284447193
2023-02-15 00:00:00+00:00,107.00926622901298,107.80926622901298,106.12562505583688,106.92562505583687,1073752.7309608296
2023-02-16 00:00:00+00:00,106.73809275460667,107.53809275460667,105.86188384617465,106.66188384617465,1072896.0507645914
2023-02-17 00:00:00+00:00,106.95706371097333,107.75706371097333,106.08803639511984,106.88803639511984,1071820.559342958
2023-02-20 00:00:00+00:00,107.34546016617173,108.14546016617173,106.48364016921593,107.28364016921593,1070529.4849859867
2023-02-21 00:00:00+00:00,107.28884011391682,108.08884011391682,106.43459021200984,107.23459021200983,1069026.703096517
2023-02-22 00:00:00+00:00,106.96873893587802,107.76873893587802,106.12223908860946,106.92223908860946,1067316.724557419
2023-02-23 00:00:00+00:00,106.64551855798116,107.44551855798116,105.80678739676341,106.60678739676341,1065404.682191331
2023-02-24 00:00:00+00:00,106.83070501570378,107.63070501570378,105.9996008755817,106.7996008755817,1063296.3153535223
2023-02-27 00:00:00+00:00,107.04085723983464,107.84085723983463,106.2174440132755,107.0174440132755,1060997.9527041407
2023-02-28 00:00:00+00:00,107.17413772918091,107.97413772918091,106.35848950330416,107.15848950330415,1058516.4932115448
2023-03-01 00:00:00+00:00,106.87821712556874,107.67821712556874,106.07040669120825,106.87040669120825,1055859.3854437526
2023-03-02 00:00:00+00:00,106.89110879428881,107.69110879428881,106.09110450344747,106.89110450344747,1053034.6052101606
2023-03-03 00:00:00+00:00,106.85889381249478,107.66669540162306,106.05889381249479,106.86669540162306,1050050.6316206506
2023-03-06 00:00:00+00:00,106.8584315760919,107.67402970522247,106.0584315760919,106.87402970522247,1046916.4216339446
2023-03-07 00:00:00+00:00,107.08319039583162,107.90661458368606,106.28319039583162,107.10661458368607,1043641.3831716051
2023-03-08 00:00:00+00:00,107.07882549657235,107.91001153256298,106.27882549657235,107.11001153256298,1040235.346878388
2023-03-09 00:00:00+00:00,107.23213162884727,108.07109567002891,106.43213162884727,107.27109567002891,1036708.5366137099
2023-03-10 00:00:00+00:00,107.17069786725355,108.01731764049129,106.37069786725355,107.21731764049129,1033071.5387628092
2023-03-13 00:00:00+00:00,107.18672151303423,108.04096631078468,106.38672151303423,107.24096631078469,1029335.2704597171
2023-03-14 00:00:00+00:00,107.32317461981499,108.18504479329727,106.523174619815,107.38504479329727,1025510.9468174226
2023-03-15 00:00:00+00:00,106.73065687897216,107.59961898056235,105.93065687897216,106.79961898056236,1021610.0472635998
2023-03-16 00:00:00+00:00,106.53837128378608,107.41453836961703,105.73837128378608,106.61453836961704,1017644.2810829434
2023-03-17 00:00:00+00:00,106.29649695105141,107.17970322365804,105.49649695105141,106.37970322365804,1013625.5522695453
2023-03-20 00:00:00+00:00,105.99957940617442,106.8896353868891,105.19957940617442,106.0896353868891,1009565.9237948142
2023-03-21 00:00:00+00:00,105.83448932476645,106.73135699921698,105.03448932476645,105.93135699921699,1005477.5813981952
2023-03-22 00:00:00+00:00,106.29366836497317,107.19780940151053,105.49366836497317,106.39780940151053,1001372.7970093783
2023-03-23 00:00:00+00:00,105.93341112027677,106.84389130077956,105.13341112027678,106.04389130077956,997263.8919117893
2023-03-24 00:00:00+00:00,106.22114215482016,107.13848556192478,105.42114215482016,106.33848556192478,993163.1997579375
2023-03-27 00:00:00+00:00,105.58938478192442,106.51239937034353,104.78938478192443,105.71239937034353,989083.0295476348
2023-03-28 00:00:00+00:00,105.43691356693085,106.36594707267092,104.63691356693086,105.56594707267092,985035.6286802145
2023-03-29 00:00:00+00:00,105.46699623832488,106.40209316018247,104.66699623832488,105.60209316018248,981033.1461916558
2023-03-30 00:00:00+00:00,105.65423601485973,106.59542994180369,104.85423601485974,105.79542994180369,977087.5962869634
2023-03-31 00:00:00+00:00,105.89481190562068,106.84200938915987,105.09481190562069,106.04200938915987,973210.8222772697
2023-04-03 00:00:00+00:00,106.17421189414158,107.12729819860041,105.37421189414158,106.32729819860042,969414.4610299047
2023-04-04 00:00:00+00:00,106.0650441717465,107.02326406868413,105.2650441717465,106.22326406868413,965709.9080381477
2023-04-05 00:00:00+00:00,105.92716799555241,106.89025569402872,105.12716799555241,106.09025569402873,962108.283215508
2023-04-06 00:00:00+00:00,106.26203113718138,107.23050575096461,105.46203113718138,106.43050575096461,958620.39751721
2023-04-07 00:00:00+00:00,106.24186620151322,107.21495459465962,105.44186620151322,106.41495459465962,955256.7204890752
2023-04-10 00:00:00+00:00,105.8547165698903,106.83157294757159,105.0547165698903,106.03157294757159,952027.3488412085
2023-04-11 00:00:00+00:00,105.52947983350921,106.50994273652027,104.72947983350922,105.70994273652028,948941.976140821
2023-04-12 00:00:00+00:00,105.2912706268819,106.27522637451929,104.4912706268819,105.4752263745193,946009.863715163
2023-04-13 00:00:00+00:00,105.56041684479966,106.54850675801718,104.76041684479966,105.74850675801719,943239.8128519054
2023-04-14 00:00:00+00:00,105.71808415720135,106.70987286701045,104.91808415720135,105.90987286701045,940640.1383804174
2023-04-17 00:00:00+00:00,106.07969634986564,107.07531359812575,105.27969634986565,106.27531359812575,938218.64371324
2023-04-18 00:00:00+00:00,106.06326280389332,107.06176050265063,105.26326280389333,106.26176050265063,935982.5974226741
2023-04-19 00:00:00+00:00,106.26383638598713,107.26536001722219,105.46383638598714,106.4653600172222,933938.7114227908
2023-04-20 00:00:00+00:00,106.63978754509913,107.64441385316161,105.83978754509913,106.84441385316161,932093.1208223584
2023-04-21 00:00:00+00:00,106.70117707817978,107.70803865276736,105.90117707817978,106.90803865276736,930451.365509157
2023-04-24 00:00:00+00:00,107.04199987176497,108.05136907841694,106.24199987176497,107.25136907841694,929018.3735209625
2023-04-25 00:00:00+00:00,107.00357345504173,108.01443397118125,106.20357345504173,107.21443397118125,927798.446253113
2023-04-26 00:00:00+00:00,107.0807566226906,108.0930547710249,106.2807566226906,107.2930547710249,926795.2455470603
2023-04-27 00:00:00+00:00,107.16225066972916,108.1757128862667,106.36225066972916,107.3757128862667,926011.7826986634
2023-04-28 00:00:00+00:00,106.9698002643325,107.98359496972412,106.16980026433251,107.18359496972413,925450.4094192171
2023-05-01 00:00:00+00:00,107.3751257688328,108.39016222340432,106.5751257688328,107.59016222340432,925112.8107763467
2023-05-02 00:00:00+00:00,107.45585852793744,108.47120092962318,106.65585852793744,107.67120092962318,925000.0001359613
2023-05-03 00:00:00+00:00,107.71385470554821,108.72957015504836,106.91385470554822,107.92957015504837,925112.3161204444
2023-05-04 00:00:00+00:00,108.14378089180845,109.15992324083149,107.34378089180845,108.35992324083149,925449.4215922154
2023-05-05 00:00:00+00:00,108.56952466441523,109.58579201949557,107.76952466441523,108.78579201949557,926010.3046657111
2023-05-08 00:00:00+00:00,109.07885369116862,110.09511582401294,108.27885369116862,109.29511582401294,926793.2817447516
2023-05-09 00:00:00+00:00,109.32783420867958,110.34327809840289,108.52783420867958,109.5432780984029,927796.0025761704
2023-05-10 00:00:00+00:00,109.46914037016599,110.48326078826082,108.66914037016599,109.68326078826082,929015.4573045427
2023-05-11 00:00:00+00:00,109.73554188549087,110.7482906571551,108.93554188549088,109.9482906571551,930447.9855068326
2023-05-12 00:00:00+00:00,109.44470502407502,110.45471864481864,108.64470502407502,109.65471864481864,932089.287179843
2023-05-15 00:00:00+00:00,109.24136512857143,110.24854116738042,108.44136512857143,109.44854116738043,933934.4356474846
2023-05-16 00:00:00+00:00,109.0843066692378,110.08846454065556,108.28430666923781,109.28846454065557,935977.8923491219
2023-05-17 00:00:00+00:00,109.04299317997383,110.04408179625321,108.24299317997384,109.24408179625321,938213.5234646063
2023-05-18 00:00:00+00:00,109.49102270821014,110.48966359263471,108.69102270821014,109.68966359263472,940634.6183260926
2023-05-19 00:00:00+00:00,109.48354326720269,110.47863156160759,108.6835432672027,109.67863156160759,943233.9095613722
2023-05-22 00:00:00+00:00,109.66000479088316,110.6516018584597,108.86000479088317,109.8516018584597,946003.5949082598
2023-05-23 00:00:00+00:00,110.4214816769728,111.41031951836888,109.6214816769728,110.61031951836888,948935.3606345524
2023-05-24 00:00:00+00:00,110.60270104660589,111.58749993354431,109.80270104660589,110.78749993354431,952020.4064932625
2023-05-25 00:00:00+00:00,111.16350425567191,112.14462136149022,110.36350425567191,111.34462136149023,955249.4721382167
2023-05-26 00:00:00+00:00,111.13699459070102,112.11320922399234,110.33699459070102,111.31320922399235,958612.8649207292
2023-05-29 00:00:00+00:00,111.36081802252195,112.33228295616154,110.56081802252196,111.53228295616154,962100.4889839119
2023-05-30 00:00:00+00:00,111.31958239123654,112.28565257857686,110.51958239123654,111.48565257857686,965701.8755672903
2023-05-31 00:00:00+00:00,111.48630931464777,112.44706727809148,110.68630931464777,111.64706727809148,969406.2144307602
2023-06-01 00:00:00+00:00,112.05899360539462,113.01477250583571,111.25899360539462,112.21477250583571,973202.3863035586
2023-06-02 00:00:00+00:00,111.72735417680616,112.67667747800608,110.92735417680616,111.87667747800609,977078.9962608495
2023-06-05 00:00:00+00:00,112.1437770248612,113.0874403802666,111.3437770248612,112.2874403802666,981024.4079277371
2023-06-06 00:00:00+00:00,112.48334816177663,113.42101941188012,111.68334816177664,112.62101941188013,985026.7784080361
2023-06-07 00:00:00+00:00,112.52343128747624,113.4545389625794,111.72343128747625,112.65453896257941,989074.0938329553
2023-06-08 00:00:00+00:00,112.25644536653076,113.18047109068709,111.45644536653076,112.3804710906871,993154.2054229876
2023-06-09 00:00:00+00:00,112.51051246631448,113.42786749680864,111.71051246631448,112.62786749680865,997254.8659547593
2023-06-12 00:00:00+00:00,112.5440729878498,113.45435363706505,111.7440729878498,112.65435363706506,1001363.7665233781
2023-06-13 00:00:00+00:00,112.8335675713,113.73685746998736,112.0335675713,112.93685746998736,1005468.5734899293
2023-06-14 00:00:00+00:00,113.0384238312128,113.93447639245635,112.2384238312128,113.13447639245635,1009556.9655032157
2023-06-15 00:00:00+00:00,113.78457886329905,114.67366346267093,112.98457886329905,113.87366346267093,1013616.6704846136
2023-06-16 00:00:00+00:00,113.87535451861848,114.75678410952492,113.07535451861848,113.95678410952492,1017635.502465029
2023-06-19 00:00:00+00:00,113.68010064740466,114.55357030561579,112.88010064740466,113.7535703056158,1021601.3981633775
2023-06-20 00:00:00+00:00,113.89359993878539,114.7592753947356,113.09359993878539,113.9592753947356,1025502.4531967957
2023-06-21 00:00:00+00:00,114.10929757724482,114.96706348008603,113.30929757724482,114.16706348008603,1029326.9578138875
2023-06-22 00:00:00+00:00,114.71141303734355,115.56133105222543,113.91141303734355,114.76133105222543,1033063.4320437491
2023-06-23 00:00:00+00:00,115.11806894421015,115.95991662239732,114.31806894421015,115.15991662239732,1036700.6601552631
2023-06-26 00:00:00+00:00,115.3452830210372,116.17889494500916,114.5452830210372,115.37889494500916,1040227.7243232281
2023-06-27 00:00:00+00:00,115.94760149588245,116.77298326606854,115.14760149588245,115.97298326606854,1043634.0374002671
2023-06-28 00:00:00+00:00,115.60994489553221,116.42683900257806,114.80994489553221,115.62683900257807,1046909.3746961446
2023-06-29 00:00:00+00:00,115.452572441537,116.26101996916634,114.652572441537,115.46101996916634,1050043.9046690997
2023-06-30 00:00:00+00:00,115.18319874403723,115.983212615151,114.38319874403723,115.183212615151,1053028.2184370707
2023-07-03 00:00:00+00:00,115.0903421391954,115.8903421391954,114.28195004497962,115.08195004497962,1055853.358020226
2023-07-04 00:00:00+00:00,114.64100015199844,115.44100015199844,113.82428006166835,114.62428006166834,1058510.8432300284
2023-07-05 00:00:00+00:00,114.88523069265594,115.68523069265594,114.06011998144456,114.86011998144456,1060992.6971241182
2023-07-06 00:00:00+00:00,114.81906884885854,115.61906884885853,113.9856570974859,114.7856570974859,1063291.4699506068
2023-07-07 00:00:00+00:00,114.30591594030565,115.10591594030565,113.46442073731372,114.26442073731371,1065400.2615099119
2023-07-10 00:00:00+00:00,113.94275104853496,114.74275104853496,113.0932374057292,113.8932374057292,1067312.7418670044
2023-07-11 00:00:00+00:00,114.03613465100626,114.83613465100626,113.17849072108453,113.97849072108453,1069023.170351902
2023-07-12 00:00:00+00:00,114.30498937557056,115.10498937557055,113.43917895768543,114.23917895768543,1070526.41279137
2023-07-13 00:00:00+00:00,114.97198142562543,115.77198142562543,114.09779893941442,114.89779893941441,1071817.9569201102
2023-07-14 00:00:00+00:00,115.95323690765352,116.75323690765352,115.07046593200224,115.87046593200223,1072893.9259251745
2023-07-17 00:00:00+00:00,116.05272708912311,116.8527270891231,115.16203443968298,115.96203443968298,1073751.0900829495
2023-07-18 00:00:00+00:00,115.65469998000286,116.45469998000286,114.75661619294186,115.55661619294186,1074386.8764537799
2023-07-19 00:00:00+00:00,114.85134300394803,115.65134300394803,113.94642269022597,114.74642269022597,1074799.3766051317
2023-07-20 00:00:00+00:00,114.88430426031279,115.68430426031279,113.97197471605254,114.77197471605254,1074987.3523401113
2023-07-21 00:00:00+00:00,114.53506797643271,115.33506797643271,113.61587341760482,114.41587341760481,1074950.2394141476
2023-07-24 00:00:00+00:00,114.32226700940605,115.12226700940604,113.39626027652935,114.19626027652934,1074688.1492286772
2023-07-25 00:00:00+00:00,114.03843343882791,114.8384334388279,113.10589174815871,113.90589174815871,1074201.8684967537
2023-07-26 00:00:00+00:00,113.91842667538613,114.71842667538613,112.97936112466122,113.77936112466122,1073492.856881578
2023-07-27 00:00:00+00:00,114.22079229367687,115.02079229367686,113.27486318384867,114.07486318384866,1072563.2426150467
2023-07-28 00:00:00+00:00,114.20489247530658,115.00489247530658,113.25268528633003,114.05268528633003,1071415.8161094615
2023-07-31 00:00:00+00:00,114.07937394336882,114.87937394336882,113.12124583396634,113.92124583396634,1070054.0215815813
2023-08-01 00:00:00+00:00,113.64823907118418,114.44823907118418,112.68485389384423,113.48485389384423,1068481.9467141586
2023-08-02 00:00:00+00:00,112.99562517115929,113.79562517115929,112.02757417796663,112.82757417796662,1066704.3103859874
2023-08-03 00:00:00+00:00,112.76282844772034,113.56282844772034,111.78975514844666,112.58975514844666,1064726.4485073013
2023-08-04 00:00:00+00:00,112.68568082403327,113.48568082403327,111.7075919820656,112.50759198206559,1062554.2980030342
2023-08-07 00:00:00+00:00,113.25192988742772,114.05192988742772,112.26802527764632,113.06802527764631,1060194.3789920209
2023-08-08 00:00:00+00:00,113.2495571199552,114.0495571199552,112.26098098262338,113.06098098262338,1057653.775215633
2023-08-09 00:00:00+00:00,113.5521983549371,114.3521983549371,112.55868263445385,113.35868263445384,1054940.112774595
2023-08-10 00:00:00+00:00,113.34203791266594,114.14203791266594,112.3447105252778,113.1447105252778,1052061.5372378067
2023-08-11 00:00:00+00:00,112.89887392980113,113.69887392980112,111.8984266572844,112.6984266572844,1049026.6891918846
2023-08-14 00:00:00+00:00,112.54076677437627,113.34076677437626,111.53734259935209,112.33734259935208,1045844.6783048123
2023-08-15 00:00:00+00:00,112.27532019929579,113.07532019929579,111.26904215713594,112.06904215713594,1042525.0559815579
2023-08-16 00:00:00+00:00,113.01960712061548,113.81960712061547,112.00888258864957,112.80888258864957,1039077.7866937325
2023-08-17 00:00:00+00:00,112.73910074665595,113.53910074665595,111.72610790778552,112.52610790778552,1035513.218069352
2023-08-18 00:00:00+00:00,113.0506674567455,113.8506674567455,112.034571527525,112.834571527525,1031842.0498324826
2023-08-21 00:00:00+00:00,112.76199128425414,113.56199128425413,111.74422626144747,112.54422626144746,1028075.3016860043
2023-08-22 00:00:00+00:00,113.12741215940896,113.92741215940896,112.10700435770596,112.90700435770596,1024224.2802338966
2023-08-23 00:00:00+00:00,113.3122434556616,114.1122434556616,112.28982934558965,113.08982934558965,1020300.5450423381
2023-08-24 00:00:00+00:00,113.3185091885716,114.1185091885716,112.29473272424102,113.09473272424101,1016315.8739414908
2023-08-25 00:00:00+00:00,113.37699387274688,114.17699387274688,112.35204933114657,113.15204933114657,1012282.2276721251
2023-08-28 00:00:00+00:00,113.23189662127223,114.03189662127222,112.2064878938228,113.0064878938228,1008211.7139832033
2023-08-29 00:00:00+00:00,113.48474793725163,114.28474793725162,112.45838295341433,113.25838295341433,1004116.5512881911
2023-08-30 00:00:00+00:00,113.4335534444013,114.2335534444013,112.40713916679738,113.20713916679738,1000009.0319891886
2023-08-31 00:00:00+00:00,113.1240802586331,113.9240802586331,112.0984333674627,112.8984333674627,995901.4855789694
2023-09-01 00:00:00+00:00,112.80821023318649,113.60821023318648,111.78364229686701,112.58364229686701,991806.2416316868
2023-09-04 00:00:00+00:00,113.01291727307773,113.81291727307773,111.98869112058901,112.78869112058901,987735.5927933349
2023-09-05 00:00:00+00:00,113.72262732994801,114.52262732994801,112.6980475342925,113.4980475342925,983701.7578830555
2023-09-06 00:00:00+00:00,113.9462419620604,114.7462419620604,112.92257679226977,113.72257679226976,979716.8452160526
2023-09-07 00:00:00+00:00,114.08349964233838,114.88349964233838,113.06122114655857,113.86122114655856,975792.8162582028
2023-09-08 00:00:00+00:00,114.37368071888285,115.17368071888285,113.35279396060572,114.15279396060572,971941.4497214627
2023-09-11 00:00:00+00:00,115.0323725741446,115.8323725741446,114.01247802103833,114.81247802103833,968174.3062078474
2023-09-12 00:00:00+00:00,115.32041539163329,116.12041539163329,114.30253388061816,115.10253388061815,964502.6935081059
2023-09-13 00:00:00+00:00,115.39743612136922,116.19743612136922,114.38226494935346,115.18226494935345,960937.6326592566
2023-09-14 00:00:00+00:00,116.01602345769062,116.81602345769062,115.00285828371814,115.80285828371814,957489.8248628704
2023-09-15 00:00:00+00:00,116.40609168573847,117.20609168573847,115.39566489478919,116.19566489478919,954169.6193633981
2023-09-18 00:00:00+00:00,117.19283377872101,117.992833778721,116.18474561136019,116.98474561136018,950986.9823829639
2023-09-19 00:00:00+00:00,117.51331463088547,118.31331463088547,116.5087066860971,117.3087066860971,947951.467205873
2023-09-20 00:00:00+00:00,117.34764281697495,118.14764281697495,116.34763933349254,117.14763933349253,945072.1855026294
2023-09-21 00:00:00+00:00,117.1383940427447,117.93839404274469,116.14332176857444,116.94332176857444,942357.7799795406
2023-09-22 00:00:00+00:00,117.9936973641944,118.7936973641944,117.00207083977945,117.80207083977945,939816.3984360071
2023-09-25 00:00:00+00:00,118.87988442338938,119.67988442338938,117.89198298181306,118.69198298181306,937455.6693073682
2023-09-26 00:00:00+00:00,119.10361043958066,119.90361043958066,118.12078064070117,118.92078064070117,935282.6787667163
